Pmid,Title,Study Type,Key Words,Pub year,Relevance GT,Relevance PRED
29149156,Survival Analysis of Occipital Nerve Stimulator Leads Placed under Fluoroscopic Guidance with and without Ultrasonography.,ObservationalStudy,,,,1.0
26544816,"Dynamic Article: Permanent Sacral Nerve Stimulation Under Local Anesthesia: Feasibility, Best Practice, and Patient Satisfaction.",Other,,2019,,1.0
21030409,Chronic vagus nerve stimulation: a new and promising therapeutic approach for chronic heart failure.,RCT,,2015,,1.0
28160010,The effect of sacral neuromodulation on pregnancy: a systematic review.,SystematicReview,Delivery and outcome,2011,,1.0
30696807,Placebo aiTBS attenuates suicidal ideation and frontopolar cortical perfusion in major depression.,RCT,,2017,,1.0
29101842,The effect of transcranial direct current stimulation of the prefrontal cortex on implicit self-esteem is mediated by rumination after criticism.,RCT,Criticism,2019,,1.0
28918702,"Anterior thalamic nuclei deep brain stimulation reduces disruption of the blood-brain barrier, albumin extravasation, inflammation and apoptosis in kainic acid-induced epileptic rats.",ObservationalStudy,Deep brain stimulation,2017,,1.0
28634063,Occipital Nerve Stimulation for the Treatment of Refractory Occipital Neuralgia: A Case Series.,CaseSeries,Nerve stimulation,2017,,1.0
28080973,Changes in interoceptive processes following brain stimulation.,ObservationalStudy,HEP,2017,,1.0
29750219,Feasibility of magnetoencephalographic source imaging in patients with thalamic deep brain stimulation for epilepsy.,ObservationalStudy,Deep brain stimulation,2016,,1.0
27551273,Near-Infrared Spectroscopy - Electroencephalography-Based Brain-State-Dependent Electrotherapy: A Computational Approach Based on Excitation-Inhibition Balance Hypothesis.,ObservationalStudy,balance of exc and inh,2017,,1.0
25324739,Visualizing the blind brain: brain imaging of visual field defects from early recovery to rehabilitation techniques.,SystematicReview,cortical reorganization,2016,,1.0
25298322,An osseointegrated human-machine gateway for long-term sensory feedback and motor control of artificial limbs.,ObservationalStudy,,2014,,1.0
22809886,Wireless fast-scan cyclic voltammetry to monitor adenosine in patients with essential tremor during deep brain stimulation.,ObservationalStudy,,2014,,1.0
22618381,Modulation of training by single-session transcranial direct current stimulation to the intact motor cortex enhances motor skill acquisition of the paretic hand.,RCT,,2012,,1.0
17973330,"Pallidal deep brain stimulation improves quality of life in segmental and generalized dystonia: results from a prospective, randomized sham-controlled trial.",RCT,,2012,,1.0
17444810,Noninvasive human brain stimulation.,ObservationalStudy,,2008,,1.0
8913674,The effect of transcutaneous electrical nerve stimulation on coronary and systemic haemodynamics in syndrome X.,ObservationalStudy,,2007,,1.0
19287077,Functional localization and visualization of the subthalamic nucleus from microelectrode recordings acquired during DBS surgery with unsupervised machine learning.,ObservationalStudy,,1996,,1.0
33160424,[Chronic and Refractory Migraine: How to Diagnose and Treat].,SystematicReview,"Headache Disorders, Secondary/chemically induced",2009,,1.0
31736718,State-Dependent Entrainment of Prefrontal Cortex Local Field Potential Activity Following Patterned Stimulation of the Cerebellar Vermis.,ObservationalStudy,cerebellum,2020,,1.0
31151118,A high-performance 4 nV (√Hz)-1 analog front-end architecture for artefact suppression in local field potential recordings during deep brain stimulation.,ObservationalStudy,,2019,,1.0
30255537,Does Spinal Cord Stimulation Really Influence Sleep?,ObservationalStudy,Actigraphy,2019,,1.0
29845771,Cerebellar direct current stimulation modulates hand blink reflex: implications for defensive behavior in humans.,ObservationalStudy,"
tDCS
",2019,,1.0
29845369,Effectiveness of transcutaneous electrical nerve stimulation for the treatment of migraine: a meta-analysis of randomized controlled trials.,MetaAnalysis,Meta-analysis,2018,,1.0
29575331,Retrospective Case Series on the Treatment of Painful Diabetic Peripheral Neuropathy With Dorsal Root Ganglion Stimulation.,CaseSeries,Chronic pain,2018,,1.0
29441289,High-Density in Spinal Cord stimulation: Virtual Expert Registry (DISCOVER): Study Protocol for a Prospective Observational Trial.,ObservationalStudy,Failed Back Surgery Syndrome,2018,,1.0
28502585,Frontoparietal neurostimulation modulates working memory training benefits and oscillatory synchronization.,ObservationalStudy,HD-EEG,2017,,1.0
28315922,Superior perioperative analgesia with combined femoral-obturator-sciatic nerve block in comparison with posterior lumbar plexus and sciatic nerve block for ACL reconstructive surgery.,RCT,Anterior cruciate ligament,2018,,1.0
27672727,Repetitive transcranial magnetic stimulation for treatment resistant depression: Re-establishing connections.,SystematicReview,Functional connectivity,2018,,1.0
27746069,Neuropsychiatric Complications of Parkinson Disease Treatments: Importance of Multidisciplinary Care.,ObservationalStudy,anxiety,2016,,1.0
26780241,Longer depressive episode duration negatively influences HF-rTMS treatment response: a cerebellar metabolic deficiency?,ObservationalStudy,18FDG PET,2016,,1.0
25167953,A systematic review of sacral nerve stimulation mechanisms in the treatment of fecal incontinence and constipation.,SystematicReview,animal models of sacral nerve stimulation,2017,,1.0
23137703,"Experimental study of the course of threshold current, voltage and electrode impedance during stepwise stimulation from the skin surface to the human cortex.",ObservationalStudy,Brain,2013,,1.0
23114579,Invasive stimulation therapies for the treatment of refractory pain.,RCT,,2013,,1.0
19801049,Treatment of neuropathic pain: an overview of recent guidelines.,SystematicReview,,2010,,1.0
19174373,Ultrasound guidance compared with electrical neurostimulation for peripheral nerve block: a systematic review and meta-analysis of randomized controlled trials.,MetaAnalysis,,2009,,1.0
10377314,Clinical outcome of patients treated with spinal cord stimulation for therapeutically refractory angina pectoris. The Working Group on Neurocardiology.,ObservationalStudy,,2009,,1.0
33075762,The temporal pattern of Intracortical Microstimulation pulses elicits distinct temporal and spatial recruitment of cortical neuropil and neurons.,ObservationalStudy,biomimetic,1999,,1.0
32867364,Compensatory Neuroprotective Response of Thioredoxin Reductase against Oxidative-Nitrosative Stress Induced by Experimental Autoimmune Encephalomyelitis in Rats: Modulation by Theta Burst Stimulation.,ObservationalStudy,experimental autoimmune encephalomyelitis,2020,,1.0
32295701,Meta-analysis of Usefulness of Phrenic Nerve Stimulation in Central Sleep Apnea.,MetaAnalysis,,2020,,1.0
30793079,Accelerated intermittent theta burst stimulation in major depression induces decreases in modularity: A connectome analysis.,ObservationalStudy,Brain stimulation,2019,,1.0
30384025,Non-invasive brain stimulation in the modulation of cerebral blood flow after stroke: A systematic review of Transcranial Doppler studies.,SystematicReview,Cerebral blood flow velocity,2019,,1.0
29414561,A modern epilepsy surgery treatment algorithm: Incorporating traditional and emerging technologies.,SystematicReview,Decision-making,2018,,1.0
28521762,Clinical experience with transcutaneous supraorbital nerve stimulation in patients with refractory migraine or with migraine and intolerance to topiramate: a prospective exploratory clinical study.,RCT,,2018,,1.0
27651067,Targeted transcranial theta-burst stimulation alters fronto-insular network and prefrontal GABA.,RCT,Effective connectivity,2017,,1.0
26399458,Deep Brain Stimulation for Craniocervical Dystonia (Meige Syndrome): A Report of Four Patients and a Literature-Based Analysis of Its Treatment Effects.,SystematicReview,Craniocervical dystonia,2017,,1.0
26349810,Neurobiological mechanisms of repetitive transcranial magnetic stimulation of the dorsolateral prefrontal cortex in depression: a systematic review.,SystematicReview,Dorsolateral prefrontal cortex,2016,,1.0
19497373,Differential heart rate response to magnetic seizure therapy (MST) relative to electroconvulsive therapy: a nonhuman primate model.,ObservationalStudy,,2015,,1.0
22151044,Spinal cord stimulation in conjunction with peripheral nerve field stimulation for the treatment of low back and leg pain: a case series.,CaseSeries,,2009,,1.0
17508161,Update on neurosurgical treatment of chronic trigeminal autonomic cephalalgias and atypical facial pain with deep brain stimulation of posterior hypothalamus: results and comments.,Other,,2008,,1.0
17275094,"Stereotactic neurosurgical planning, recording, and visualization for deep brain stimulation in non-human primates.",ObservationalStudy,,2007,,1.0
12037708,Neuromodulation through sacral nerve roots 2 to 4 with a Finetech-Brindley sacral posterior and anterior root stimulator.,ObservationalStudy,,2007,,1.0
31629693,Cardiovascular differences between sham and active iTBS related to treatment response in MDD.,RCT,,2002,,1.0
32289698,Supervised transcranial direct current stimulation (tDCS) at home: A guide for clinical research and practice.,ObservationalStudy,At-home tDCS,2015,,1.0
31356848,The effect of neurostimulation applied to the left dorsolateral prefrontal cortex on post-stress adaptation as a function of depressive brooding.,ObservationalStudy,Cortisol,,,1.0
30117122,Both 50 and 30 Hz continuous theta burst transcranial magnetic stimulation depresses the cerebellum.,RCT,Cerebellum,2019,,1.0
28816177,Electrical stimulation of gut motility guided by an in silico model.,ObservationalStudy,,2019,,1.0
28161008,Genito-urinary sequelae after carcinological rectal resection: What to tell patients in 2017.,SystematicReview,Carcinological proctectomy,2017,,1.0
27742234,Brain connectivity and auditory hallucinations: In search of novel noninvasive brain stimulation therapeutic approaches for schizophrenia.,SystematicReview,Auditory verbal hallucinations,2017,,1.0
27645504,An unexpectedly high rate of revisions and removals in deep brain stimulation surgery: Analysis of multiple databases.,CaseSeries,Adverse events,2016,,1.0
27424823,Origins of and implementation concepts for upper airway stimulation therapy for obstructive sleep apnea.,SystematicReview,Genioglossus,2016,,1.0
27293137,"Treatment of negative symptoms: Where do we stand, and where do we go?",SystematicReview,Antipsychotics,2016,,1.0
26825443,Modulation of frontal effective connectivity during speech.,ObservationalStudy,DCM — Dynamic Causal Modelling,2017,,1.0
26661902,Nerve-muscle activation by rotating permanent magnet configurations.,ObservationalStudy,,2016,,1.0
26388833,"Deep Brain Stimulation during Pregnancy and Delivery: Experience from a Series of ""DBS Babies"".",CaseSeries,Parkinson disease,2016,,1.0
25746582,Surgical treatment for mesial temporal lobe epilepsy associated with hippocampal sclerosis.,SystematicReview,Chirurgie,2015,,1.0
21084732,Evaluation of novel stimulus waveforms for deep brain stimulation.,ObservationalStudy,,2015,,1.0
17113789,Patient-specific analysis of the volume of tissue activated during deep brain stimulation.,ObservationalStudy,,2009,,1.0
11496076,Neuromodulation for fecal incontinence: outcome in 16 patients with definitive implant. The initial Italian Sacral Neurostimulation Group (GINS) experience.,RCT,,2007,,1.0
9431484,Effects of electrostimulation of the vagus afferent endings in patients with coronary artery disease.,RCT,,2001,,1.0
33009717,Repetitive transcranial magnetic stimulation in drug-resistant idiopathic epilepsy of dogs: A noninvasive neurostimulation technique.,ObservationalStudy,dog,,,1.0
32726685,Subthalamic nucleus deep brain stimulation suppresses neuroinflammation by Fractalkine pathway in Parkinson's disease rat model.,ObservationalStudy,Inflammation,2020,,1.0
24080539,Efficacy of right unilateral ultrabrief pulse width ECT: a preliminary report.,ObservationalStudy,,2020,,1.0
23074486,Gastric electrical stimulation: an evidence-based analysis.,ObservationalStudy,,2013,,1.0
27689422,Intraoperative electrophysiological monitoring for C1-2 spinal cord stimulation.,CaseSeries,C-1,2017,,1.0
25895520,"Treatment efficacy of sacral nerve stimulation in slow transit constipation: a two-phase, double-blind randomized controlled crossover study.",RCT,,2017,,1.0
28807845,"1-Hz rTMS in the treatment of tinnitus: A sham-controlled, randomized multicenter trial.",RCT,Auditory phantom perception,2015,,1.0
26347077,Patient preferences for treating refractory overactive bladder in the UK.,ObservationalStudy,Botox,2016,,1.0
26225636,Hearing Loss After Vestibular Implantation in Sand Rats With Normal Hearing.,ObservationalStudy,,2015,,1.0
24807603,Predictive factors for successful sacral nerve stimulation in the treatment of fecal incontinence: lessons from a comprehensive treatment assessment.,RCT,,2015,,1.0
23450547,Spinal cord stimulation for non-reconstructable chronic critical leg ischaemia.,SystematicReview,,2014,,1.0
26961105,Failure to suppress low-frequency neuronal oscillatory activity underlies the reduced effectiveness of random patterns of deep brain stimulation.,ObservationalStudy,Parkinson's disease,2020,,1.0
26005129,dcc Haploinsufficiency results in blunted sensitivity to cocaine enhancement of reward seeking.,ObservationalStudy,Addiction,2016,,1.0
25878159,Cortical drive of low-frequency oscillations in the human nucleus accumbens during action selection.,ObservationalStudy,action selection,2016,,1.0
22135343,Acute upper airway responses to hypoglossal nerve stimulation during sleep in obstructive sleep apnea.,ObservationalStudy,,2015,,1.0
30242519,Migraine and cluster headache - the common link.,SystematicReview,Anti-CGRP (receptor) monoclonal antibodies – mAbs,2012,,1.0
32161571,Electromyography Biomarkers for Quantifying the Intraoperative Efficacy of Deep Brain Stimulation in Parkinson's Patients With Resting Tremor.,ObservationalStudy,DBS,2020,,1.0
30804771,Brain Modulation by Electric Currents in Fibromyalgia: A Structured Review on Non-invasive Approach With Transcranial Electrical Stimulation.,SystematicReview,fibromyalgia (FM),2020,,1.0
30649586,Low-intensity repetitive transcranial magnetic stimulation over prefrontal cortex in an animal model alters activity in the auditory thalamus but does not affect behavioural measures of tinnitus.,ObservationalStudy,Audiogram,2019,,1.0
28410876,The treatment of fatigue by non-invasive brain stimulation.,SystematicReview,Brain stimulation,2017,,1.0
26864759,Neuronal responses to tactile stimuli and tactile sensations evoked by microstimulation in the human thalamic principal somatic sensory nucleus (ventral caudal).,ObservationalStudy,amputation,2017,,1.0
26542731,Cerebellar and Motor Cortical Transcranial Stimulation Decrease Levodopa-Induced Dyskinesias in Parkinson's Disease.,ObservationalStudy,Cerebellar tDCS,2016,,1.0
25218256,Corticospinal integrity and motor impairment predict outcomes after excitatory repetitive transcranial magnetic stimulation: a preliminary study.,ObservationalStudy,Motor cortex,2016,,1.0
24326980,Effect of oral piperine on the swallow response of patients with oropharyngeal dysphagia.,RCT,,2015,,1.0
26558099,Voiding dysfunction in women: How to manage it correctly.,SystematicReview,"ApBO, acute prolonged bladder overdistension",2014,,1.0
24277721,Physiological and anatomical decomposition of subthalamic neurostimulation effects in essential tremor.,ObservationalStudy,ataxia,2013,,1.0
24247983,Transcranial direct current stimulation reverses neurophysiological and behavioural effects of focal inhibition of human pharyngeal motor cortex on swallowing.,ObservationalStudy,,2014,,1.0
23034698,"Safety and efficacy of peripheral nerve stimulation of the occipital nerves for the management of chronic migraine: results from a randomized, multicenter, double-blinded, controlled study.",RCT,,2014,,1.0
22157744,Ultrasound-guided obturator nerve block: interfascial injection versus a neurostimulation-assisted technique.,RCT,,2012,,1.0
18703600,Myocardial sympathetic innervation in patients with symptomatic coronary artery disease: follow-up after 1 year with neurostimulation.,RCT,,,,1.0
30425640,Non-linear Entropy Analysis in EEG to Predict Treatment Response to Repetitive Transcranial Magnetic Stimulation in Depression.,ObservationalStudy,EEG,2008,,1.0
31597476,Electrical Stimulation of the Greater Auricular Nerve to Reduce Postoperative Atrial Fibrillation.,RCT,C-reactive protein,2018,,1.0
31350213,Impact of prior treatment on remission with intermittent theta burst versus high-frequency repetitive transcranial magnetic stimulation in treatment resistant depression.,RCT,Depression,2019,,1.0
30355701,Gauging seizure risk.,SystematicReview,,,,1.0
29566313,Spinal Cord Stimulation for the Treatment of Failed Neck Surgery Syndrome: Outcome of a Prospective Case Series.,CaseSeries,Cervical pain,2018,,1.0
29087311,Using neurostimulation to understand the impact of pre-morbid individual differences on post-lesion outcomes.,ObservationalStudy,anterior temporal lobe,,,1.0
17014604,Spinal cord stimulation is an effective treatment for the chronic intractable visceral pelvic pain.,CaseSeries,,2016,,1.0
32362412,Lateral popliteal block in foot and ankle surgery: Comparing ultrasound guidance to nerve stimulation. A prospective randomized trial.,ObservationalStudy,Foot and ankle,2020,,1.0
31985947,Spinal Cord Stimulation,SystematicReview,,2020,,1.0
32103826,Model-based design for seizure control by stimulation.,ObservationalStudy,,2020,,1.0
31266030,A Prospective Open-Label Pilot Study of Transcranial Direct Current Stimulation in High-Functioning Autistic Patients with a Dysexecutive Syndrome.,ObservationalStudy,Autism,2020,,1.0
29899725,Long-Term Effect of GPi-DBS in a Patient With Generalized Dystonia Due to GLUT1 Deficiency Syndrome.,Other,deep brain stimulation (DBS),2019,,1.0
29619318,The behavioural patterns and neural correlates of concrete and abstract verb processing in aphasia: A novel verb semantic battery.,SystematicReview,Aphasia,2018,,1.0
23303429,Evidence for increased glutamatergic cortical facilitation in children and adolescents with major depressive disorder.,ObservationalStudy,,2016,,1.0
20726873,Continuous local intrahippocampal delivery of adenosine reduces seizure frequency in rats with spontaneous seizures.,ObservationalStudy,,2013,,1.0
15714244,Validity of pelvic autonomic nerve stimulation with intraoperative monitoring of bladder function following total mesorectal excision for rectal cancer.,ObservationalStudy,,2010,,1.0
31268615,Modulating functional connectivity between medial frontopolar cortex and amygdala by inhibitory and excitatory transcranial magnetic stimulation.,ObservationalStudy,amygdala,2020,,1.0
30222959,Neurostimulation Treatment of OSA.,ObservationalStudy,OSA,2019,,1.0
29119963,[What physiotherapeutic method for the treatment of post-mastectomy lymphedema is the most effective?],SystematicReview,breast cancer,2018,,1.0
27401807,Vagus nerve stimulation in drug-resistant epilepsy: the efficacy and adverse effects in a 5-year follow-up study in Iran.,ObservationalStudy,Adverse effects,2016,,1.0
26817327,[Evaluation of heart rate and blood pressure variability in Parkinson's disease patients after bilateral subthalamic deep brain stimulation].,ObservationalStudy,,2016,,1.0
26522911,Tailoring Brain Stimulation to the Nature of Rehabilitative Therapies in Stroke: A Conceptual Framework Based on their Unique Mechanisms of Recovery.,ObservationalStudy,Bilateral therapy,2015,,1.0
25947402,"Behavioral effects of deep brain stimulation of the anterior nucleus of thalamus, entorhinal cortex and fornix in a rat model of Alzheimer's disease.",ObservationalStudy,,2015,,1.0
25920013,Individualized Low-Amplitude Seizure Therapy: Minimizing Current for Electroconvulsive Therapy and Magnetic Seizure Therapy.,ObservationalStudy,,2015,,1.0
24726928,Neurotoxic evaluation of two organobromine model compounds and natural AOBr-containing surface water samples by a Caenorhabditis elegans test.,ObservationalStudy,AOBr,2015,,1.0
24289825,"Safety and patients' satisfaction of transcutaneous supraorbital neurostimulation (tSNS) with the Cefaly® device in headache treatment: a survey of 2,313 headache sufferers in the general population.",CohortStudy,,2014,,1.0
23566101,Transcranial Direct Current Stimulation (tDCS) of the visual cortex: a proof-of-concept study based on interictal electrophysiological abnormalities in migraine.,RCT,,2013,,1.0
20138037,Adjunctive functional pharyngeal electrical stimulation reverses swallowing disability after brain lesions.,ObservationalStudy,,2013,,1.0
33288763,Segment-specific optogenetic stimulation in Drosophila melanogaster with linear arrays of organic light-emitting diodes.,ObservationalStudy,,2010,,1.0
30807972,Understanding auditory verbal hallucinations in healthy individuals and individuals with psychiatric disorders.,SystematicReview,Auditory verbal hallucinations,2020,,1.0
30157824,Protocol for a randomized clinical trial investigating early sacral nerve stimulation as an adjunct to standard neurogenic bladder management following acute spinal cord injury.,RCT,Bladder,2019,,1.0
23044532,A trial of scheduled deep brain stimulation for Tourette syndrome: moving away from continuous deep brain stimulation paradigms.,RCT,,2018,,1.0
24395393,Disparities in access to deep brain stimulation surgery for Parkinson disease: interaction between African American race and Medicaid use.,ObservationalStudy,,2020,,1.0
33006195,"Patient-Administered Transcutaneous Electrical Nerve Stimulation for Postoperative Pain Control After Laparoscopic Cholecystectomy: A Randomized, Sham-Controlled Feasibility Trial.",ObservationalStudy,Analgesia,2014,,1.0
31782916,"The autonomic nervous system and the brainstem: A fundamental role or the background actors for consciousness generation? Hypothesis, evidence, and future directions for rehabilitation and theoretical approaches.",SystematicReview,autonomic nervous system,2020,,1.0
31579045,[Intraoperative neurophysiological monitoring in radical prostatectomy and pudendal nerve surgical releasing.],ObservationalStudy,"Intraoperative
Monitoring",2020,,1.0
31725241,Finite Element Modelling Framework for Electroconvulsive Therapy and Other Transcranial Stimulations,,Finite element modelling,2019,,1.0
30605893,Comparative performance of the finite element method and the boundary element fast multipole method for problems mimicking transcranial magnetic stimulation (TMS).,ObservationalStudy,,2019,,1.0
30450622,"Neuromodulation-dependent effect of gated high-frequency, LFMS-like electric field stimulation in mouse cortical slices.",ObservationalStudy,cholinergic,2019,,1.0
29893064,Yakovlev's Basolateral Limbic Circuit in Multiple Sclerosis Related Cognitive Impairment.,CohortStudy,Cognitive impairment,2019,,1.0
29618992,Fronto-Temporal Connectivity Predicts ECT Outcome in Major Depression.,ObservationalStudy,connectomics,2018,,1.0
27766724,Effect of high-frequency subthalamic neurostimulation on gait and freezing of gait in Parkinson's disease: a systematic review and meta-analysis.,MetaAnalysis,Parkinson's disease,2018,,1.0
25496958,The COMT Val/Met polymorphism modulates effects of tDCS on response inhibition.,RCT,Brain stimulation,2016,,1.0
31165428,Consensus Paper: Experimental Neurostimulation of the Cerebellum.,SystematicReview,Cerebellum,2014,,1.0
28921724,"""Discrete peaks"" of excitability and map overlap reveal task-specific organization of primary motor cortex for control of human forearm muscles.",ObservationalStudy,dynamic plasticity,2020,,1.0
18845482,Treatment of hemicrania continua by occipital nerve stimulation with a bion device: long-term follow-up of a crossover study.,RCT,,2015,,1.0
15224135,Growth factor therapy and neuronal nitric oxide synthase.,SystematicReview,,2008,,1.0
33236777,"Contemporaneous evaluation of patient experience, surgical strategy, and seizure outcomes in patients undergoing stereoelectroencephalography or subdural electrode monitoring.",ObservationalStudy,epilepsy,2004,,1.0
33254172,A Phase 2 Randomized Trial of Asleep versus Awake Subthalamic Nucleus Deep Brain Stimulation for Parkinson's Disease.,ObservationalStudy,Asleep surgery,2020,,1.0
33085171,Deep brain stimulation of the anterior nuclei of the thalamus relieves basal ganglia dysfunction in monkeys with temporal lobe epilepsy.,ObservationalStudy,anterior nuclei of the thalamus,2020,,1.0
32235065,A software toolkit for TMS electric-field modeling with boundary element fast multipole method: an efficient MATLAB implementation.,ObservationalStudy,,2020,,1.0
30921373,Characterization of plasma cytokine response to intraperitoneally administered LPS & subdiaphragmatic branch vagus nerve stimulation in rat model.,ObservationalStudy,,2020,,1.0
30481618,Comparison of Short-Term Stimulation of the Globus Pallidus Interna and Subthalamic Nucleus for Treatment of Primary Dystonia.,Other,Deep brain stimulation (DBS),2019,,1.0
28859565,Neuroplasticity and the brain connectome: what can Jean Talairach's reflections bring to modern psychosurgery?,Other,DBS = deep brain stimulation,2019,,1.0
20607090,Patient-specific models of deep brain stimulation: influence of field model complexity on neural activation predictions.,ObservationalStudy,Parkinson's disease,2014,,1.0
20142336,"A prospective, randomized, double-blind comparison of ultrasound-guided axillary brachial plexus blocks using 2 versus 4 injections.",RCT,,2010,,1.0
18572221,VEP indices of cortical lateral interactions in epilepsy treatment.,ObservationalStudy,,2010,,1.0
32354662,Neuromodulation of sleep rhythms in schizophrenia: Towards the rational design of non-invasive brain stimulation.,ObservationalStudy,Auditory stimulation,2009,,1.0
30449151,Acute migraine therapy with external trigeminal neurostimulation (ACME): A randomized controlled trial.,RCT,Migraine,2020,,1.0
27071073,Top-Down Effect of Direct Current Stimulation on the Nociceptive Response of Rats.,ObservationalStudy,,2018,,1.0
25462798,The strategy and motivational influences on the beneficial effect of neurostimulation: a tDCS and fNIRS study.,ObservationalStudy,Functional near infrared spectroscopy,2016,,1.0
17368042,A standardised mini pig model for in vivo investigations of anticholinergic effects on bladder function and salivation.,ObservationalStudy,,2015,,1.0
17167918,Disrupting the brain to guide plasticity and improve behavior.,SystematicReview,,2007,,1.0
32573868,Three-Year Outcomes After Dorsal Root Ganglion Stimulation in the Treatment of Neuropathic Pain After Peripheral Nerve Injury of Upper and Lower Extremities.,ObservationalStudy,Chronic neuropathic pain,2006,,1.0
29457707,Peripheral neurostimulation breaks the shuffling steps patterns in Parkinsonian gait: a double blind randomized longitudinal study with automated mechanical peripheral stimulation.,RCT,,2020,,1.0
31265205,"Outcomes of a Multicenter, Prospective, Crossover, Randomized Controlled Trial Evaluating Subperception Spinal Cord Stimulation at ≤1.2 kHz in Previously Implanted Subjects.",RCT,Chronic pain,2018,,1.0
28043438,Surgical Experience and Long-term Results of Baroreflex Activation Therapy for Heart Failure With Reduced Ejection Fraction.,RCT,BAT,2018,,1.0
27779312,Randomized clinical trial of sacral nerve stimulation for refractory constipation.,RCT,,,,1.0
26682789,Determining the Feasibility of Spinal Cord Neuromodulation for the Treatment of Chronic Systolic Heart Failure: The DEFEAT-HF Study.,RCT,clinical trial results,2017,,1.0
29726344,Effectiveness of theta burst versus high-frequency repetitive transcranial magnetic stimulation in patients with depression (THREE-D): a randomised non-inferiority trial.,RCT,,2020,,1.0
26011593,Baroreflex activation therapy for the treatment of heart failure with a reduced ejection fraction: safety and efficacy in patients with and without cardiac resynchronization therapy.,RCT,Autonomic nervous system,2017,,1.0
28890315,Subthalamic neural entropy is a feature of freezing of gait in freely moving people with Parkinson's disease.,ObservationalStudy,Beta band oscillations,2015,,1.0
25966436,Contribution of sacral neuromodulation to manage persistent voiding dysfunction after surgery for deep infiltrating endometriosis with colorectal involvement: preliminary results.,ObservationalStudy,Colorectal resection,2017,,1.0
32593154,Alpha-tACS effect on inhibitory control and feasibility of administration in community outpatient substance use treatment.,ObservationalStudy,Alpha oscillations,2015,,1.0
32027775,"Differences in Gene Expression of Endogenous Opioid Peptide Precursor, Cannabinoid 1 and 2 Receptors and Interleukin Beta in Peripheral Blood Mononuclear Cells of Patients With Refractory Failed Back Surgery Syndrome Treated With Spinal Cord Stimulation: Markers of Therapeutic Outcomes?",ObservationalStudy,Biomarkers,2020,,1.0
31133889,"The Effect of High-Frequency Repetitive Transcranial Magnetic Stimulation on Emotion Processing, Reappraisal, and Craving in Alcohol Use Disorder Patients and Healthy Controls: A Functional Magnetic Resonance Imaging Study.",ObservationalStudy,alcohol use disorder,2020,,1.0
29588926,Not all that glitters is gold: A guide to surgical trials in epilepsy.,RCT,Clinical trial,2018,,1.0
23433492,The effectiveness and cost-effectiveness of spinal cord stimulation for refractory angina (RASCAL study): study protocol for a pilot randomized controlled trial.,ObservationalStudy,,2016,,1.0
27559966,"Minimum effective local anesthetic volume for surgical anesthesia by subparaneural, ultrasound-guided popliteal sciatic nerve block: A prospective dose-finding study.",RCT,,2018,,1.0
27142765,Parasacral transcutaneous electrical stimulation for overactive bladder in children: An assessment per session.,ObservationalStudy,Children,2016,,1.0
31927550,Long-Term Efficacy of Deep Brain Stimulation of Bilateral Globus Pallidus Internus in Primary Meige Syndrome.,ObservationalStudy,Clinical effects,2016,,1.0
31767248,[Vagus nerve stimulation and depression].,SystematicReview,,2019,,1.0
30025975,Anterior nucleus of thalamus stimulation inhibited abnormal mossy fiber sprouting in kainic acid-induced epileptic rats.,ObservationalStudy,Anterior nucleus of thalamus,2018,,1.0
29030111,"Double-blind, proof-of-concept (POC) trial of Low-Field Magnetic Stimulation (LFMS) augmentation of antidepressant therapy in treatment-resistant depression (TRD).",RCT,Low-field magnetic stimulation,2018,,1.0
28072807,Occipital Nerve Stimulation for Refractory Chronic Migraine: Results of a Long-Term Prospective Study.,ObservationalStudy,,,,1.0
27666708,[The study on the targets of the optical evoked auditory brainstem response on the cochlea of guinea pig stimulating by infrared laser].,ObservationalStudy,,,,1.0
15968081,"2-PMPA, a NAAG peptidase inhibitor, attenuates magnetic resonance BOLD signals in brain of anesthetized mice: evidence of a link between neuron NAAG release and hyperemia.",ObservationalStudy,,2014,,1.0
11357019,Sacral nerve stimulation for treatment of fecal incontinence: a novel approach for intractable fecal incontinence.,RCT,,2005,,1.0
32860430,Trends in lobectomy/amygdalohippocampectomy over time and the impact of hospital surgical volume on hospitalization outcomes: A population-based study.,ObservationalStudy,Level 4 Center,2001,,1.0
28493519,Neurotransmitters behind pain relief with transcranial magnetic stimulation - positron emission tomography evidence for release of endogenous opioids.,ObservationalStudy,,,,1.0
23994125,Infrared neural stimulation of primary visual cortex in non-human primates.,ObservationalStudy,,2016,,1.0
21735395,"Single, double or multiple-injection techniques for axillary brachial plexus block for hand, wrist or forearm surgery in adults.",SystematicReview,,2014,,1.0
9104521,Train-of-four and double burst stimulation fade at the great toe and thumb.,RCT,,2011,,1.0
29163341,"Effects of Transcranial Direct Current Stimulation, Transcranial Pulsed Current Stimulation, and Their Combination on Brain Oscillations in Patients with Chronic Visceral Pain: A Pilot Crossover Randomized Controlled Study.",CohortStudy,chronic visceral pain,2018,,1.0
25684151,A systematic review and meta-analysis of randomized controlled trials of adjunctive ketamine in electroconvulsive therapy: efficacy and tolerability.,MetaAnalysis,ECT,2015,,1.0
32348346,The turning and barrier course reveals gait parameters for detecting freezing of gait and measuring the efficacy of deep brain stimulation.,ObservationalStudy,,2020,,1.0
